9895 29698
967 6960 -688
3907 5812 -891
3109 8786 -140
7629 7280 -748
3165 6226 -876
9833 7641 -545
4156 8896 848
4378 8808 158
4667 1297 -509
3323 1356 -931
3694 7181 -592
7828 8655 -727
8839 2906 828
5827 4132 291
2101 4626 785
9172 3979 -878
2913 1562 333
3843 4041 899
1763 4801 -156
2650 6769 870
9531 8025 651
930 4348 555
4196 2390 894
1321 9805 -565
5175 9028 794
2822 4475 800
6442 6844 -637
8717 2082 -134
9337 6139 -470
2853 6141 -853
2957 568 970
2412 6615 880
113 784 -267
5523 6194 388
3474 8582 882
2176 4946 74
3616 2018 -346
4926 4527 -486
2493 9212 -785
1733 3360 285
218 8362 -386
6100 2944 751
8714 323 983
2001 2241 881
1756 6997 -360
6732 8004 -786
8453 6795 796
5546 6162 -537
9225 8245 512
5917 8736 -739
2704 4948 -63
7059 6703 757
3515 5651 -490
5204 6030 -158
3485 2773 780
9504 5476 -454
8431 4718 898
5355 3350 533
7955 1197 220
66 3896 -717
2742 4950 -647
9305 4875 -233
9424 2702 978
118 5823 -648
7186 7787 476
1377 1015 -650
3254 3362 629
635 1305 24
1121 4119 606
2147 2415 832
2072 7645 944
4857 4822 -304
5009 2656 865
9092 4973 -8
2284 1151 -29
2846 4155 382
2727 1002 -686
1686 6368 210
6328 5546 -962
7377 9555 41
1244 5335 -62
3348 3156 265
299 1208 -547
3076 8312 672
8771 3183 483
7759 1634 -886
4600 8067 115
7186 9699 -381
1188 389 -506
2432 8209 117
6455 898 -356
6176 2273 -812
1961 3789 -586
5580 5561 26
703 4560 482
2064 9379 -903
5530 8099 -738
6608 4019 -421
6605 9021 119
3060 8382 -44
8979 5562 -134
1945 1394 54
1866 6451 633
1996 5939 -660
2292 6353 811
4738 6383 696
1264 630 963
4171 6019 828
4672 1559 102
4096 5983 596
6385 5857 -162
4030 5740 232
1822 4337 444
5665 9870 86
7380 2028 -712
1673 6953 -243
1409 8747 -794
982 4925 174
3208 1727 -292
1551 7838 922
6039 4419 -861
4429 2684 -147
1147 6782 386
7123 137 716
4253 5460 664
5992 9169 606
7091 9590 -477
9670 3786 -541
9754 2347 -728
6009 5118 558
2238 7710 362
7349 3214 263
1295 5900 318
4925 9355 515
7818 887 -420
1695 2877 979
8117 7127 -298
7980 4922 629
9088 9240 -903
7851 9531 868
1104 4883 -483
1297 4695 -850
2130 8767 851
7792 384 -808
1359 7438 55
6272 2002 -835
9859 8293 258
1973 9539 -405
3646 77 -166
1736 1332 -554
7424 4800 430
7278 2580 -703
7404 3362 -810
190 4840 643
9190 1986 172
123 6380 127
3515 3380 -800
7794 7917 669
184 7504 -567
2568 3111 692
6020 8004 -559
2904 4736 462
9837 5873 -764
581 3304 283
9582 7755 846
1582 9876 982
7980 203 -832
6079 1268 -315
1672 955 -536
9293 2990 -77
8115 6269 -575
5172 9335 99
2113 1441 -458
8417 931 -836
3372 489 -387
5688 1489 -464
7037 8543 531
3555 7654 965
4494 382 867
6415 55 -877
783 4960 -291
372 9088 -460
970 4428 -633
8263 4716 -657
2565 3076 864
4370 7337 662
3257 5777 301
1825 6937 -717
1633 1649 -930
9826 1238 -973
7622 5601 160
8039 2583 -640
6729 7304 973
2417 6630 783
3555 1820 -474
2742 5692 819
5828 532 312
6436 2225 90
2445 8457 -64
1754 1434 961
4199 7803 -812
792 9858 531
4318 1840 481
3540 5581 959
4342 4479 30
6818 2764 170
9532 8490 290
8686 5893 -566
653 4004 395
5136 1999 -837
4770 7802 -263
992 6883 727
1815 2340 -181
6362 2354 645
5350 2325 810
3704 8208 628
6830 9168 419
8629 9336 990
1372 1015 454
6357 8164 -271
3977 8784 -376
3864 2605 436
6724 3693 -557
7672 8663 431
4669 6769 -595
8531 79 -118
4940 2668 -806
1934 939 -482
9037 6638 564
9817 4535 -568
5033 7402 881
3035 3929 -694
4571 7647 745
9315 3173 -32
5470 8802 14
6554 3755 -637
6752 3031 664
7349 6975 714
4542 6331 587
4315 6615 -917
2611 2058 -505
7948 4937 -506
3338 7775 321
9117 5474 -756
2575 5439 696
2001 2455 819
3646 9502 260
3528 3048 -399
1756 7639 615
3337 69 -469
1103 9717 -619
7764 3826 323
7602 7193 258
8674 1191 959
48 9259 -242
5386 6684 672
1513 5713 747
770 2674 207
8055 9089 573
4482 7042 230
1150 7069 490
1538 4302 941
4453 9162 284
2541 1488 -447
9271 5194 278
8111 418 705
3964 3546 928
2436 9042 -63
1316 3705 -111
7742 9171 857
9552 8212 -273
7270 5107 -262
3426 1128 204
5178 5478 648
3132 176 648
440 8617 -249
259 4682 -786
9066 6812 112
4585 3089 409
6725 5860 -87
8734 3164 -79
3612 7004 868
1328 1791 -932
4007 4363 -602
5467 5393 -696
3155 5144 655
3757 5920 -559
4286 7673 748
6223 6872 -319
1274 8005 -906
1492 441 -709
162 9257 -146
3349 32 -62
7724 798 154
1144 3930 471
4548 4475 -917
1728 3542 462
7269 1298 773
7426 5626 871
8854 6037 174
2069 1318 172
5482 3801 -364
336 7100 402
1422 3616 538
5344 1891 -232
2268 1286 -689
5701 5224 954
176 6621 890
6634 5293 -7
9783 3368 -244
6220 2077 -257
475 1989 -451
3455 3714 -389
6280 6451 -115
7534 9008 588
9143 54 910
2676 8005 -985
2229 6770 472
582 3614 -128
2896 9893 -666
4601 5899 56
9259 7241 89
3676 9200 905
6590 4101 705
8693 5480 779
8820 8985 -832
4397 6906 898
3909 5677 978
6791 8530 825
8003 2537 -620
8483 4797 -90
744 1502 -87
8188 6782 404
5458 5620 699
1451 6005 952
2570 7587 -764
373 9021 -647
2799 4413 627
1913 6522 -822
5009 2615 487
9855 5301 880
9674 9635 -553
6579 1416 67
4049 4771 -614
2521 2391 567
9078 7743 -867
6143 2269 -217
662 4615 -645
1335 889 185
9551 474 -250
7711 2873 -188
5109 2028 705
2876 6798 931
38 3844 388
4586 9725 660
5516 1988 -6
7239 5094 -465
8642 5466 68
4434 7605 -95
4464 8047 916
5929 7334 845
3003 3835 22
4646 4176 924
2813 8709 -736
5550 3214 823
1998 3450 -387
6813 9563 43
4399 9864 273
8840 5352 853
9285 7371 -917
5984 2417 607
6556 119 196
3869 3715 596
2045 8424 162
2045 2191 -787
5870 1942 -749
6601 1680 -377
580 404 -509
1668 4440 -45
2091 6375 -718
8276 8496 -328
6181 9601 -20
4584 3099 -119
1011 2976 502
9865 2743 991
8782 8669 -531
5188 3694 754
1901 14 498
2323 5742 -951
174 6095 -707
8198 4709 -429
7020 8086 333
2577 1571 -428
3685 2355 -686
9633 2640 146
2330 3976 178
5681 8114 524
6154 907 590
1079 5948 272
1721 9168 485
8861 9875 -697
9106 1928 -781
7143 726 610
5477 6900 103
9705 2250 951
3046 4374 -355
8844 5361 318
9661 3300 -35
8599 3566 254
5390 9804 76
284 5909 -576
327 7212 703
7328 1326 -733
6990 1570 365
2732 8480 -382
3329 1763 -398
8088 2613 -809
4126 6242 -505
7997 3376 -792
6249 3971 728
9691 3342 -427
6615 5268 87
2392 6045 791
8851 8731 405
6284 7110 808
7363 8775 405
811 2599 808
8815 2188 -373
9368 7064 -63
9231 2161 171
4876 1497 587
5019 1900 -639
9564 2866 379
3716 6222 346
2757 2270 -950
4365 2890 516
3740 4281 -621
3490 5568 -296
7520 9002 -595
9126 7310 -863
2598 8607 -461
5427 758 779
9102 9446 822
7292 4965 -239
3620 8167 677
6224 363 -718
6613 9033 147
9772 2964 -270
2291 9217 896
425 6073 -563
937 3690 -437
3246 2095 -218
899 5056 817
6627 9554 228
9247 6859 44
2348 8679 -95
3168 9435 -863
8267 9483 689
1246 5326 -913
8971 8874 -286
3728 1263 529
4420 5806 -43
5241 7146 919
4726 5170 -603
7454 8890 753
5166 8705 250
9419 2572 -567
6283 1240 735
925 7533 375
2353 2786 -694
3586 5446 841
6384 1572 -610
3311 1491 540
1339 3801 233
3950 100 871
5404 8455 969
8540 9844 -550
143 4245 425
2780 8890 -344
4951 5397 821
6146 2474 -700
8156 6584 550
5509 8782 -537
3981 3867 -25
5968 2831 -31
3139 5857 -223
2886 3993 -696
3884 9403 50
9828 2099 909
2638 4521 -227
6304 8110 -902
8370 8562 976
3115 8240 -83
3299 5785 507
1495 1409 746
8283 9662 -530
9076 9302 958
7007 856 110
5548 2634 -373
3836 74 -151
4641 4839 698
5589 1617 797
9458 7286 -267
4737 1416 -885
1806 3343 784
6601 3683 101
3285 5589 -450
6260 1873 292
9723 5357 -103
1309 6594 978
4401 5149 467
7103 5684 -50
8826 8329 225
7128 9252 -806
1532 7635 576
5673 7942 -712
5801 2512 -482
8010 6841 310
903 6863 -269
81 7494 -859
8643 4263 -91
50 82 -15
8819 6132 -390
9074 1644 857
8409 1367 -632
6540 8758 -258
6291 4158 -688
8706 4501 -912
7490 6906 604
9339 5642 -503
3224 3650 -922
2734 1850 -876
5304 1726 556
3427 4780 483
7461 2169 54
7931 5066 -336
6904 8562 749
9447 7889 67
4654 8350 -943
2428 1365 -895
9638 25 -744
5054 7115 393
9804 171 894
1805 6037 609
7960 4522 -51
4551 6828 281
1493 8819 171
1673 471 -827
59 301 -738
6873 11 -373
6736 6193 -507
3239 7017 983
5251 9507 77
5154 7372 651
7420 261 -625
6674 4723 797
4117 1621 540
1012 3552 739
4509 8628 -634
9133 8579 -303
5927 5985 381
6729 3894 224
4790 7047 179
3085 1372 -542
7800 1159 -476
9754 8602 -210
3241 3307 -998
1631 5237 -88
6342 6331 -155
818 6798 883
1247 8625 -88
1619 957 -315
7993 9876 429
672 6870 -782
5863 8157 163
7273 8130 319
8933 694 -976
3244 6467 576
5301 2949 34
9768 7464 328
8535 9854 95
7721 981 862
2962 3627 -605
2445 8372 289
4171 9259 -761
8152 6168 997
3237 3740 -22
6997 8971 856
3106 5457 692
8715 9323 222
547 6776 540
5748 4515 -205
2153 1953 697
3422 7735 -609
8467 5231 442
3917 5734 -391
3881 2476 -584
6081 1342 265
4644 9345 790
6212 4958 432
8297 6331 -489
3558 247 -874
7317 7359 -852
8738 7920 -351
4139 8059 338
9302 7038 -474
9815 3406 -338
863 209 -814
1785 5755 353
2341 5560 -679
1813 480 618
9547 4356 -993
8055 8375 136
8165 4249 -891
1624 7701 -656
4821 1395 -664
5503 9541 -740
637 4155 -583
5460 8799 -591
7890 7214 -10
5171 5659 269
2578 7797 411
1356 9399 210
8950 3864 -891
6004 2464 516
3609 8759 -976
9215 7025 313
3310 2090 566
2377 8161 664
5229 5064 558
1143 5977 -228
4830 4636 -976
3409 3667 -77
9656 8390 959
8449 556 -798
2909 924 41
8441 4016 -718
1587 511 -990
4363 398 74
7686 3202 -977
2725 7856 635
6503 9432 79
5781 7048 908
6158 7961 -46
7197 1809 -62
5381 6229 406
4459 3226 -802
639 8223 -102
5520 1873 -311
9314 8729 464
3653 7111 -376
6396 586 712
5503 7197 323
169 5563 316
8272 6252 -269
7119 2838 46
2695 5078 -356
5061 7495 425
9838 8270 -293
7410 4016 -345
9495 6078 -129
1665 7129 31
6346 4478 -5
1612 2387 996
3414 1793 -557
974 4159 -599
968 4217 908
8960 5368 -707
9526 8615 -133
7050 645 270
7645 9275 981
6409 3229 249
5168 775 21
4845 8452 -199
6578 7326 137
8641 128 558
2705 8474 -155
5627 7614 773
9583 628 -358
8853 1154 20
1526 8069 259
7958 8288 620
4418 1377 -316
9169 6276 -214
8957 7025 -156
1462 5632 761
8381 8596 -608
3035 1641 768
3324 609 -582
7259 6112 460
871 2591 -460
5934 281 660
5112 8768 858
9433 9647 -361
2135 9488 325
3296 6073 -969
2609 5042 480
6718 6209 941
3789 8049 -746
2533 2648 263
7452 4868 603
7971 3865 926
9301 4648 -723
7990 6171 650
4031 6583 -226
8211 7239 545
3708 664 182
3765 9492 792
4196 593 357
3157 3884 306
2282 7323 -900
9713 7642 -651
1048 790 -726
6326 9662 -223
9118 9210 52
2471 910 -963
2524 1478 980
7101 4911 509
938 2052 10
8473 4744 -260
2495 1238 390
4951 1834 143
6171 2095 -48
3605 3713 -78
8714 5133 415
6607 5294 -583
4179 1033 -736
7862 9012 606
4395 3931 -982
459 5596 -96
4962 4764 710
9133 5282 441
1321 285 -75
2457 7264 786
1809 1287 802
7145 3514 -288
1703 9276 -320
9461 7479 -392
1123 1620 424
8885 1498 456
4101 9879 285
5574 3045 -441
904 9605 162
7088 847 -60
8463 267 -881
1671 1592 -13
7507 1733 701
8152 7394 34
4671 1537 795
1287 6659 706
6296 2058 58
3911 2450 132
8702 3738 68
1110 4867 357
3383 4719 179
2057 8 -182
1673 475 499
6770 9160 594
5281 7647 -275
609 4667 -322
4478 1395 886
765 5223 -523
2746 4314 628
4635 3251 836
1008 87 599
1805 339 350
4088 4034 386
313 469 228
1374 9821 -282
6536 9722 -147
7105 3364 -369
3757 2383 -283
1537 8162 44
2795 2322 587
4514 4520 -769
8610 359 -487
6750 3175 -772
6671 1515 306
377 5380 -716
2830 4786 952
8906 4761 893
2087 5744 106
7045 5979 169
8590 4798 876
3237 3561 -413
7398 2938 -338
7868 716 495
8016 4760 -968
6411 4371 677
7427 7295 31
2606 8377 -388
8025 7795 -305
3897 7662 -168
9571 4816 363
2246 5562 581
1408 1326 -109
767 6235 360
8788 9297 -867
3039 9642 -926
7773 1089 204
1238 7851 24
9044 4592 819
5432 4522 -761
869 1163 -201
8264 794 981
3538 9573 304
4879 3164 699
8012 3453 -491
6301 4205 -435
3498 8212 -656
7674 366 854
5271 7906 515
3371 6834 -274
6112 3524 -777
2339 8920 430
3487 3103 194
7581 5851 931
9412 1330 -382
8866 8302 -260
8503 6280 635
5974 2556 -296
7690 2607 -807
8735 2337 -616
8184 4790 978
6757 9811 -881
3658 4554 97
416 9448 -338
7130 9717 857
2569 5622 895
7182 9178 -827
5938 3734 -402
3946 7736 -38
9610 7678 -833
6659 486 733
9813 2690 576
3227 118 -805
230 5080 441
255 9792 120
6004 9460 140
1101 8831 128
2979 9789 238
299 7443 -281
2266 6861 399
3624 5469 486
2590 9135 -35
5039 1696 284
5072 3672 -158
3910 600 760
6309 8644 -861
1047 6170 -183
1115 8147 -556
8574 2593 920
8288 9194 871
9784 2542 688
8789 8719 -685
6999 5753 -246
1494 8851 520
9109 2289 -750
5381 1383 716
3065 6489 902
5396 7586 197
9641 1606 721
707 5983 -943
3004 8630 -145
135 8520 511
8968 3154 913
5399 4328 689
258 4987 -987
1257 6897 804
1796 2929 141
2451 5757 -538
1914 4946 -161
5781 3986 -498
9579 5147 106
2590 5283 67
310 475 506
2646 7425 -987
8974 7940 -971
8276 9160 807
3696 7566 -369
6842 1334 587
9461 2859 16
1690 1026 -662
8219 3957 923
8305 2401 164
9139 4164 382
5238 2914 -401
2105 8853 195
8536 3810 637
9003 9602 942
6446 7165 800
4400 6728 35
9355 7752 554
6783 4373 384
1032 4639 -82
3250 6723 978
7758 7576 -966
7728 3571 944
1639 668 648
9463 9040 -395
1552 4469 507
6139 5412 -769
686 4883 966
3675 5438 -401
3684 75 64
6156 5572 -358
2226 49 29
9291 8654 -862
9059 9779 227
1255 1240 616
4837 7805 344
7781 1750 -641
6749 9555 -970
8374 7606 102
3483 1386 86
8968 4722 -51
1150 6386 526
6256 804 -673
1317 2786 -99
9244 8358 -445
5945 2704 -909
3921 1181 -483
3961 71 286
4610 4421 -504
7648 4696 -266
6851 174 462
7531 5100 275
3436 410 891
6052 3098 449
9373 2211 -847
8547 4824 672
1482 453 438
3092 3950 -37
1935 6332 890
7472 8145 -339
6265 6675 -347
8026 4149 -929
2035 7016 -234
3798 6780 -102
5749 1467 -264
7653 9577 -90
8991 9023 868
1009 8794 940
144 8226 -671
4023 335 -633
6681 2075 -69
6274 3776 -868
8671 7206 -998
6390 7416 -889
4515 3011 49
559 4398 541
2219 5055 -295
7458 7861 -410
6289 8437 -25
9755 6668 -858
1911 6658 265
9343 5957 94
6794 5024 266
557 8111 546
3442 9088 -342
502 926 370
4799 6207 399
9594 7104 526
5796 1341 331
9113 3868 129
6574 8353 532
3177 7586 445
1158 7957 501
189 745 -123
2638 4741 -400
8749 462 -888
3029 5587 419
8975 2520 -989
2303 3386 668
5759 705 403
7489 4279 -587
9426 684 258
2524 1783 -453
138 2508 -202
18 2169 65
7909 2744 -947
9221 1488 444
9318 8241 801
3303 403 1000
7749 1404 51
754 7864 -541
761 7137 -282
9670 1107 722
228 2126 47
1732 8205 259
1153 3905 745
3460 8650 -543
731 1279 415
2551 1595 -787
6326 6192 -385
2078 9827 -965
8329 1055 99
4413 2166 -904
505 5142 -838
9758 8993 129
1751 7160 617
5597 4663 334
7583 7762 470
121 2566 -824
5910 708 238
3809 4785 807
8237 7746 -876
4334 9016 527
6977 3607 544
51 8459 -96
4578 9841 745
4465 9505 668
3651 3364 -2
5064 1297 -542
3211 8766 -385
1433 487 -732
6273 7700 -639
5617 6532 -938
2448 853 -923
6296 6922 -17
8129 3402 189
2094 2634 -859
9864 2895 -512
1130 184 -799
2917 9521 -184
7361 4419 -189
2149 2851 -721
2200 5107 -494
3222 4309 -113
199 4092 237
7901 5002 -576
7485 6048 949
644 4893 -735
558 5900 579
3925 1178 -443
4941 9718 -505
8338 5649 634
9550 2510 178
3402 9634 717
3230 3977 -444
5061 5958 294
657 3547 -88
5787 3716 647
2551 6285 -81
6795 7423 379
6143 1351 -185
9036 5739 146
857 3033 -382
4520 6141 464
9143 8814 72
8027 2096 -258
3065 8064 -545
6700 3915 437
6386 5970 372
6011 2164 -511
6867 3205 407
3042 4323 -11
7246 969 -966
6831 112 280
7827 9336 14
6043 9734 -139
1196 7820 -763
4384 9049 347
7155 8595 207
1388 6427 42
3424 6912 228
2928 3633 -558
7469 3052 995
7054 1267 738
6709 7579 524
8721 6207 -5
2992 2191 -871
7040 3416 -503
6282 4682 -688
1237 1665 831
5179 9597 -126
8417 9134 -549
6233 224 -849
3058 7721 548
5791 6352 557
99 2640 294
917 9770 -658
7089 965 -692
1216 3972 -720
9081 6798 -766
4763 4721 853
6354 5531 -605
4346 8867 310
3358 8717 311
8783 378 414
8572 8775 228
779 5579 301
4728 3383 -667
4575 2554 -891
6713 2963 744
5113 8398 -305
3741 6894 -582
5943 5818 767
7965 1882 789
4879 3067 -910
906 4986 -706
9245 7676 766
2216 2169 -191
8842 6310 -101
3715 5714 809
1661 4962 239
2984 3746 -103
4102 56 -521
9161 2673 -764
5010 899 -561
878 6702 -883
1809 54 -847
5987 295 545
8720 3871 191
6938 267 -835
2469 2756 173
8143 8464 217
2646 3408 477
3893 6290 -204
7908 853 577
4248 6292 856
3722 7408 -580
1317 5785 942
2481 3925 197
4658 3684 -862
2890 2456 479
448 5219 931
46 1200 625
2584 3302 88
2545 6594 179
4232 692 -416
5262 8891 969
661 4182 -529
5582 5475 54
8943 6482 -69
3278 5861 510
9446 1092 -599
149 1454 -861
5635 294 794
5090 362 -398
7250 1191 -464
1232 7213 464
2712 2088 41
2553 9417 940
5630 2060 950
4875 2202 188
5793 1143 632
1684 7958 981
3251 6842 776
6240 1004 -801
9320 9012 238
9788 5186 -205
6595 7125 896
9541 3080 982
6036 421 -269
4482 5668 466
4036 6769 950
1770 4685 270
1915 9017 -787
2420 2059 128
2250 6912 -407
4344 9791 -424
7900 6020 -806
623 4497 -200
6220 5557 618
2 3149 -632
3481 3249 -447
6526 2471 -853
3691 4567 -375
3702 6950 144
1852 9084 623
7472 7678 -128
5473 8420 261
245 4939 -535
1113 9124 -13
308 5474 -250
5369 3707 -51
3273 1855 485
3856 5234 373
2457 5464 -720
302 6113 -733
1183 4949 -185
644 2044 890
8596 7212 209
4423 882 835
7812 3898 -797
1251 2580 -393
8078 6931 849
8429 2831 841
8408 5644 594
307 3752 -643
828 1824 -384
7201 360 -391
1411 5366 -956
9351 3992 787
7896 5933 -673
7965 8049 -964
100 1080 -13
8464 6277 -408
8853 5137 -2
6091 9562 -320
8688 7537 920
1211 5405 -105
8596 4901 -20
6747 9147 -693
8307 1803 351
282 2456 25
2166 613 347
4827 2803 -661
2650 7923 -253
2162 100 -347
5951 2567 936
8170 1491 -384
4110 1293 -81
1500 2940 -681
7609 5870 689
9262 4968 706
9110 3705 428
1938 1744 577
9440 3760 340
9508 4287 212
8515 2310 -380
177 5607 -218
7018 2057 -491
2392 8812 137
7200 4198 -456
9206 6976 298
8787 6206 879
9274 6071 -904
8847 4683 96
9342 3480 -983
9100 2076 -472
329 6394 198
8187 4033 315
1561 5420 1000
9355 7848 955
1451 5049 -283
6533 4261 857
7140 9366 -358
4743 6496 437
7905 805 794
4231 6315 -108
8446 7147 447
1253 1324 -839
1756 6227 -171
5502 4943 396
8886 2603 455
7229 8838 44
3459 2058 243
8990 4269 -537
7688 6016 -290
3559 7035 -275
7558 3929 -337
9535 5982 -776
7872 887 55
4391 5522 -298
4925 2032 881
9462 2057 287
8086 6277 -169
7000 3790 690
7638 4200 620
8802 6224 481
77 716 -103
6814 7535 351
4618 9132 -733
1294 3744 684
7990 4405 410
5418 9036 -798
7866 5387 143
5338 1853 174
5560 5806 157
9001 2085 529
7754 7363 591
4938 2838 662
7377 1526 -279
2793 3869 734
4565 5056 864
1394 3449 -787
9578 786 769
1684 6878 367
5630 5777 -564
5699 2008 980
3267 5154 -15
184 1396 -985
7726 922 174
3661 6816 704
2733 2319 532
6928 4853 272
729 7031 -864
1753 3493 917
1597 354 313
2664 7758 956
3994 4612 -592
128 4895 964
7518 1393 981
2731 8730 -439
4831 5690 798
8951 2731 -972
2140 7388 271
7710 1933 162
1644 6540 -242
4427 2083 -364
7339 4546 443
1196 4951 849
1266 7407 665
6238 8559 403
1890 3123 -895
5023 7368 904
4814 8721 -628
947 8745 388
7882 3847 458
517 1828 579
3820 283 123
8853 4675 -356
5358 4547 -238
3502 8991 -427
8265 5346 -418
6225 5391 -320
3833 4126 -916
2053 8070 942
4126 2510 -325
2756 6121 -693
716 7856 -663
828 2562 -808
1407 5082 -478
3513 778 -853
3541 3548 -960
4591 8668 -515
9788 5485 -552
7634 3464 -745
5729 5592 738
2822 8909 55
7399 6062 -83
9604 4424 141
5685 7434 948
6311 9577 -875
2398 3419 -811
2488 6562 24
2640 946 505
3822 5099 580
489 9017 -993
5267 3758 714
7999 4180 -830
1089 630 -901
798 8535 716
2356 8144 268
4316 6723 680
7505 489 69
463 4629 -796
2253 4457 -955
1822 5659 573
6232 6045 -232
1374 6338 -904
8612 7763 795
9204 1526 691
9165 9268 -702
4006 3289 -556
2424 8991 -137
8812 2912 -898
4077 4122 408
5881 3402 -331
7563 4788 -882
2001 1772 -472
2477 4807 902
2246 1805 832
9064 8272 -549
761 5667 740
9080 5711 107
281 4269 -770
4187 1106 763
4676 7861 -81
286 537 -607
9802 7250 -185
7708 3596 800
8339 6158 -40
1987 9630 787
2850 9023 160
4006 556 -750
9607 5164 523
4171 6171 -589
786 8419 -21
5875 31 9
7411 6072 284
6330 8154 -191
7472 4389 649
8784 973 -547
6236 6725 941
3056 3259 158
4459 4352 19
9870 1615 -498
4950 899 593
2120 6601 -312
4560 4433 267
4451 3478 944
1299 2512 834
7703 2882 526
3344 4490 372
9279 5098 418
573 2509 974
28 5519 -585
7096 2491 55
956 6586 942
8936 221 -226
9678 1353 406
1350 2872 -875
2131 3740 -927
3146 1595 572
8141 2123 415
4180 4073 143
7319 7062 -404
3565 9494 634
6707 9533 -409
3326 7636 -274
8408 7893 -691
1337 8427 -736
1945 3261 168
6715 5809 -38
5303 4856 564
1653 4196 -747
1775 5200 -601
3754 4636 -157
9009 4358 -572
4041 2371 -32
4523 6998 709
1400 5829 -226
6359 5437 291
5108 1276 -986
3455 2787 -840
1887 1337 176
5928 8554 150
7118 6545 -812
436 9427 908
2903 8616 49
1148 8347 597
6160 5968 714
2790 6983 713
4713 6097 -749
6442 6319 -732
677 6686 930
1727 6050 -720
9650 2302 -392
5430 107 181
8697 5256 912
2395 439 -331
5935 6555 -437
8431 7604 -739
6077 9704 68
2238 1450 855
2811 3353 -503
5069 1102 -201
3641 6774 939
1485 9734 611
7029 2804 -658
6620 6069 512
6817 3527 -5
7995 8200 -139
7011 89 566
1430 5917 77
2719 9503 459
4258 8015 -603
2754 2467 927
7438 3351 -948
6886 2679 779
3762 1745 -516
6745 4488 291
3316 3923 -868
1971 5879 -812
2953 8101 -806
7779 1048 -86
2378 8703 -849
2372 1841 542
6337 8050 -951
6660 2099 783
4309 8790 464
1842 5408 -77
2941 7421 -844
9067 1035 275
5841 615 632
5718 5831 -10
2325 32 939
4125 3918 -183
2876 311 -442
2388 4699 71
498 6298 -746
7191 6232 863
8646 3382 -827
4136 2881 -289
5258 2996 -427
5891 269 -39
